date_time,total_km
2013-03-17 00:00:00,38.22467565887819
2013-03-20 00:00:00,42.98902391425168
2013-03-23 00:00:00,47.85131533255679
2013-03-26 00:00:00,52.65649086106915
2013-03-29 00:00:00,53.68090656911035
2013-04-01 00:00:00,52.400309364417744
2013-04-04 00:00:00,59.67548843225432
2013-04-07 00:00:00,59.22531030867792
2013-04-10 00:00:00,60.2629944671468
2013-04-13 00:00:00,64.73359302008411
2013-04-16 00:00:00,63.80727056104252
2013-04-19 00:00:00,66.69336865081573
2013-04-22 00:00:00,68.01745473127586
2013-04-25 00:00:00,70.29492658910178
2013-04-28 00:00:00,73.92757465399642
2013-05-01 00:00:00,75.22107936937616
2013-05-04 00:00:00,73.8857531736754
2013-05-07 00:00:00,75.27739833987982
2013-05-10 00:00:00,80.35790716319875
2013-05-13 00:00:00,85.00907721271605
2013-05-16 00:00:00,86.7451090243878
2013-05-19 00:00:00,86.38343730779688
2013-05-22 00:00:00,82.703224256852
2013-05-25 00:00:00,85.56327812164227
2013-05-28 00:00:00,94.27157206955177
2013-05-31 00:00:00,99.52252389225704
2013-06-03 00:00:00,108.66058008902614
2013-06-06 00:00:00,123.88331782075822
2013-06-09 00:00:00,132.34272101304796
2013-06-12 00:00:00,136.53379666567224
2013-06-15 00:00:00,139.19354595136727
2013-06-18 00:00:00,143.4983814914287
2013-06-21 00:00:00,137.7097321140257
2013-06-24 00:00:00,149.97211993255254
2013-06-27 00:00:00,157.52566077164616
2013-06-30 00:00:00,160.357189250226
2013-07-03 00:00:00,168.03751387262224
2013-07-06 00:00:00,175.29954315245422
2013-07-09 00:00:00,187.87505056961413
2013-07-12 00:00:00,203.8510744098401
2013-07-15 00:00:00,209.21208398452316
2013-07-18 00:00:00,218.30889074982292
2013-07-21 00:00:00,222.0247867625858
2013-07-24 00:00:00,237.8693024997337
2013-07-27 00:00:00,247.218014528148
2013-07-30 00:00:00,249.05065184870207
2013-08-02 00:00:00,278.5726988147245
2013-08-05 00:00:00,298.2627314366096
2013-08-08 00:00:00,324.0868070225849
2013-08-11 00:00:00,355.03165698679044
2013-08-14 00:00:00,395.3663822031165
2013-08-17 00:00:00,417.64607194077456
2013-08-20 00:00:00,449.9524543737449
2013-08-23 00:00:00,479.5403463213367
2013-08-26 00:00:00,510.1153164276665
2013-08-29 00:00:00,540.642312281752
2013-09-01 00:00:00,584.5862041650807
2013-09-04 00:00:00,661.1613938480466
2013-09-07 00:00:00,725.4965436960509
2013-09-10 00:00:00,723.487776940836
2013-09-13 00:00:00,796.3840345041799
2013-09-16 00:00:00,895.8337966934439
2013-09-19 00:00:00,935.2841392249852
2013-09-22 00:00:00,1003.7840543369236
2013-09-25 00:00:00,1082.9670195794365
2013-09-28 00:00:00,1244.7440028901103
2013-10-01 00:00:00,1285.2374816335432
2013-10-04 00:00:00,1327.3843201087675
2013-10-07 00:00:00,1465.746415865673
2013-10-10 00:00:00,1563.787432295817
2013-10-13 00:00:00,1697.6924724543298
2013-10-16 00:00:00,1998.787574457316
2013-10-19 00:00:00,2338.404231494972
2013-10-22 00:00:00,2628.205872683148
2013-10-25 00:00:00,2810.0987232674456
2013-10-28 00:00:00,3154.2651073280254
2013-10-31 00:00:00,3374.437282351972
2013-11-03 00:00:00,3678.422493900333
2013-11-05 23:00:00,3825.5593936563455
2013-11-08 23:00:00,3802.868954489952
2013-11-11 23:00:00,3933.395133073541
2013-11-14 23:00:00,4295.967252239636
2013-11-17 23:00:00,4826.5324820488295
2013-11-20 23:00:00,4837.318485408744
2013-11-23 23:00:00,4981.782593281007
2013-11-26 23:00:00,4999.095478053488
2013-11-29 23:00:00,5370.127722771562
2013-12-02 23:00:00,5747.665809673451
2013-12-05 23:00:00,6234.333071786506
2013-12-08 23:00:00,6445.325810718848
2013-12-11 23:00:00,7078.181464205418
2013-12-14 23:00:00,7626.345870173981
2013-12-17 23:00:00,8114.884684697727
2013-12-20 23:00:00,9005.070762987305
2013-12-23 23:00:00,9414.272755427746
2013-12-26 23:00:00,9731.244641570196
2013-12-29 23:00:00,9770.02459601524
2014-01-01 23:00:00,10323.519551669317
2014-01-04 23:00:00,10582.920396900516
2014-01-07 23:00:00,11760.629686481998
2014-01-10 23:00:00,12813.236259515295
2014-01-13 23:00:00,14305.126955430444
2014-01-16 23:00:00,15285.627659730502
2014-01-19 23:00:00,15605.92598039062
2014-01-22 23:00:00,15821.968929630577
2014-01-25 23:00:00,16994.944758477523
2014-01-28 23:00:00,17732.347652035136
2014-01-31 23:00:00,17822.991987249763
2014-02-03 23:00:00,19271.88906313633
2014-02-06 23:00:00,20656.48075033565
2014-02-09 23:00:00,21087.885125929508
2014-02-12 23:00:00,21315.11098354659
2014-02-15 23:00:00,22134.20695147328
2014-02-18 23:00:00,24359.788480755164
2014-02-21 23:00:00,26123.495970465363
2014-02-24 23:00:00,27225.087107952782
2014-02-27 23:00:00,27313.985351570595
2014-03-02 23:00:00,29032.720982763483
2014-03-05 23:00:00,29164.00876656257
2014-03-08 23:00:00,29671.474494862923
2014-03-12 00:00:00,31486.989372630807
2014-03-15 00:00:00,32057.97613093392
2014-03-18 00:00:00,33824.370643244554
2014-03-21 00:00:00,33714.16825697453
2014-03-24 00:00:00,36430.61869844965
2014-03-27 00:00:00,38996.44354061911
2014-03-30 00:00:00,41705.37043345701
2014-04-02 00:00:00,41778.36544537938
2014-04-05 00:00:00,44836.18623542418
2014-04-08 00:00:00,47780.19966251466
2014-04-11 00:00:00,48128.63571174965
2014-04-14 00:00:00,49108.70776622058
2014-04-17 00:00:00,52541.97140651387
2014-04-20 00:00:00,55940.88978172549
2014-04-23 00:00:00,55738.05725338113
