Timestamp,avg-block-size
2021-10-07 00:00:00,1.4300953475177307
2021-10-08 00:00:00,1.4604280583333338
2021-10-09 00:00:00,1.2898361066666668
2021-10-10 00:00:00,0.8816028679245281
2021-10-11 00:00:00,1.266067712328767
2021-10-12 00:00:00,1.3126619999999998
2021-10-13 00:00:00,1.1073083550295861
2021-10-14 00:00:00,1.339773649635036
2021-10-15 00:00:00,1.2966171914893623
2021-10-16 00:00:00,1.2955334060150374
2021-10-17 00:00:00,0.9033513624999998
2021-10-18 00:00:00,1.212650628378379
2021-10-19 00:00:00,1.3027479612903223
2021-10-20 00:00:00,1.1791386644295303
2021-10-21 00:00:00,1.5127835810810817
2021-10-22 00:00:00,1.1681894810126583
2021-10-23 00:00:00,1.0513427724137931
2021-10-24 00:00:00,0.8392702941176471
2021-10-25 00:00:00,1.1017196868131867
2021-10-26 00:00:00,1.21337114
2021-10-27 00:00:00,1.1074765286624202
2021-10-28 00:00:00,1.2503326666666663
2021-10-29 00:00:00,1.067304087719298
2021-10-30 00:00:00,0.9866771935483871
2021-10-31 00:00:00,1.1186222733812943
2021-11-01 00:00:00,1.3150842770270275
2021-11-02 00:00:00,1.2504379936708858
2021-11-03 00:00:00,1.179844459627329
2021-11-04 00:00:00,1.3076002867132872
2021-11-05 00:00:00,1.2439429612903217
2021-11-06 00:00:00,0.9210429545454545
2021-11-07 00:00:00,0.9924809934640525
2021-11-07 23:00:00,1.2731532074074072
2021-11-08 23:00:00,1.473930407894737
2021-11-09 23:00:00,1.3629159463087253
2021-11-10 23:00:00,1.2304312025316457
2021-11-11 23:00:00,1.2621017887323949
2021-11-12 23:00:00,0.9687511372549014
2021-11-13 23:00:00,0.8807973885350316
2021-11-14 23:00:00,1.3503540198675492
2021-11-15 23:00:00,1.2594832133333336
2021-11-16 23:00:00,1.3721297986577192
2021-11-17 23:00:00,1.2678713680555558
2021-11-18 23:00:00,1.2758372335766426
2021-11-19 23:00:00,1.049318048275862
2021-11-20 23:00:00,1.1239917878787882
2021-11-21 23:00:00,1.1951970070921982
2021-11-22 23:00:00,1.183716757575758
2021-11-23 23:00:00,1.2455407070063693
2021-11-24 23:00:00,1.2444485769230769
2021-11-25 23:00:00,1.3427292424242419
2021-11-26 23:00:00,0.9227502447552447
2021-11-27 23:00:00,0.9679079568345328
2021-11-28 23:00:00,1.2171801048951045
2021-11-29 23:00:00,1.2441733059701492
2021-11-30 23:00:00,1.4064161167883211
2021-12-01 23:00:00,1.5009869096774198
2021-12-02 23:00:00,1.0852969583333336
2021-12-03 23:00:00,1.0918122903225806
2021-12-04 23:00:00,1.2225265542168682
2021-12-05 23:00:00,1.0961228604651163
2021-12-06 23:00:00,1.207005727272727
2021-12-07 23:00:00,0.9516034523809525
2021-12-08 23:00:00,1.3294133987730061
2021-12-09 23:00:00,1.0283575705128212
2021-12-10 23:00:00,0.8862376423841059
2021-12-11 23:00:00,0.8631154714285717
2021-12-12 23:00:00,1.1973467872340426
2021-12-13 23:00:00,1.1495425202702705
2021-12-14 23:00:00,1.3965797588652482
2021-12-15 23:00:00,1.275047686956522
2021-12-16 23:00:00,1.243847013422818
2021-12-17 23:00:00,1.1942178515624997
2021-12-18 23:00:00,0.7865209597315433
2021-12-19 23:00:00,1.2485019027777782
2021-12-20 23:00:00,1.1103203602484477
2021-12-21 23:00:00,1.2057872229729725
2021-12-22 23:00:00,1.1247780263157896
2021-12-23 23:00:00,1.239346907284769
2021-12-24 23:00:00,1.1643887142857148
2021-12-25 23:00:00,0.9842661492537317
2021-12-26 23:00:00,1.2289302027027027
2021-12-27 23:00:00,1.4707452537313435
2021-12-28 23:00:00,1.4020079172413797
2021-12-29 23:00:00,1.4402397563025209
2021-12-30 23:00:00,1.394028362416107
2021-12-31 23:00:00,0.6976989127906976
2022-01-01 23:00:00,0.7881834177215187
2022-01-02 23:00:00,1.1854462357142859
2022-01-03 23:00:00,1.1960019047619048
2022-01-04 23:00:00,1.2350029666666666
2022-01-05 23:00:00,1.1878990136986294
2022-01-06 23:00:00,1.2755521857142853
2022-01-07 23:00:00,1.026073361111111
2022-01-08 23:00:00,0.929576858156028
2022-01-09 23:00:00,1.2681675070422531
2022-01-10 23:00:00,1.109629531645569
2022-01-11 23:00:00,1.2817502589928056
2022-01-12 23:00:00,0.9503274134078212
2022-01-13 23:00:00,1.1510939874213835
2022-01-14 23:00:00,0.8548307108433735
2022-01-15 23:00:00,0.7704007485714286
2022-01-16 23:00:00,1.112459049689441
2022-01-17 23:00:00,1.2106993235294123
2022-01-18 23:00:00,0.9986713179190748
2022-01-19 23:00:00,1.0261115384615378
2022-01-20 23:00:00,1.4104563582089547
2022-01-21 23:00:00,1.3711556044776112
2022-01-22 23:00:00,0.9678220638297864
2022-01-23 23:00:00,1.2161342066666672
2022-01-24 23:00:00,1.0729042434210527
2022-01-25 23:00:00,1.2404942230769227
2022-01-26 23:00:00,1.2664657328244269
2022-01-27 23:00:00,1.189178155844155
2022-01-28 23:00:00,1.044287523489933
2022-01-29 23:00:00,1.0481526506849315
2022-01-30 23:00:00,1.4252182727272729
2022-01-31 23:00:00,1.3371820064935065
2022-02-01 23:00:00,1.190933980392157
2022-02-02 23:00:00,1.1827169047619048
2022-02-03 23:00:00,1.2128998615384616
2022-02-04 23:00:00,1.4285829747899157
2022-02-05 23:00:00,1.0865664230769239
2022-02-06 23:00:00,1.2200945514705885
2022-02-07 23:00:00,1.269141733766233
2022-02-08 23:00:00,1.4128728214285715
2022-02-09 23:00:00,1.3890481632653064
