,0,1
0,2009-01-09 23:00:00,1.0652200634920637e-07
1,2009-01-12 23:00:00,1.7043521015e-06
2,2009-01-15 23:00:00,4.3176919906e-06
3,2009-01-18 23:00:00,5.5533472643e-06
4,2009-01-21 23:00:00,5.6811736719e-06
5,2009-01-24 23:00:00,5.610159001e-06
6,2009-01-27 23:00:00,6.1569719669e-06
7,2009-01-30 23:00:00,6.8032054721e-06
8,2009-02-02 23:00:00,5.8303044808e-06
9,2009-02-05 23:00:00,6.1995807695e-06
10,2009-02-08 23:00:00,6.3629145125e-06
11,2009-02-11 23:00:00,6.3629145125e-06
12,2009-02-14 23:00:00,6.4126247822e-06
13,2009-02-17 23:00:00,6.2279866378e-06
14,2009-02-20 23:00:00,6.1995807695e-06
15,2009-02-23 23:00:00,5.8587103492e-06
16,2009-02-26 23:00:00,5.5391443301e-06
17,2009-03-01 23:00:00,5.3403032516e-06
18,2009-03-04 23:00:00,5.2763900478e-06
19,2009-03-07 23:00:00,5.375810587e-06
20,2009-03-11 00:00:00,5.4752311263e-06
21,2009-03-14 00:00:00,5.5462457972e-06
22,2009-03-17 00:00:00,5.6953766061e-06
23,2009-03-20 00:00:00,5.8090000795e-06
24,2009-03-23 00:00:00,5.4468252579e-06
25,2009-03-26 00:00:00,5.4326223238e-06
26,2009-03-29 00:00:00,5.610159001e-06
27,2009-04-01 00:00:00,5.7379854086e-06
28,2009-04-04 00:00:00,5.7450868757e-06
29,2009-04-07 00:00:00,5.7521883428e-06
30,2009-04-10 00:00:00,5.4823325934e-06
31,2009-04-13 00:00:00,5.375810587e-06
32,2009-04-16 00:00:00,5.6314634023e-06
33,2009-04-19 00:00:00,5.8871162175e-06
34,2009-04-22 00:00:00,5.9013191517e-06
35,2009-04-25 00:00:00,5.6456663365e-06
36,2009-04-28 00:00:00,5.4894340605e-06
37,2009-05-01 00:00:00,5.8303044808e-06
38,2009-05-04 00:00:00,5.9439279542e-06
39,2009-05-07 00:00:00,6.2705954404e-06
40,2009-05-10 00:00:00,5.9581308884e-06
41,2009-05-13 00:00:00,5.532042863e-06
42,2009-05-16 00:00:00,5.610159001e-06
43,2009-05-19 00:00:00,6.2563925062e-06
44,2009-05-22 00:00:00,5.6740722048e-06
45,2009-05-25 00:00:00,4.2821846552e-06
46,2009-05-28 00:00:00,4.4384169312e-06
47,2009-05-31 00:00:00,5.3900135212e-06
48,2009-06-03 00:00:00,5.0988533705e-06
49,2009-06-06 00:00:00,4.0975465108e-06
50,2009-06-09 00:00:00,2.7198618954e-06
51,2009-06-12 00:00:00,3.0323264474e-06
52,2009-06-15 00:00:00,4.0975465108e-06
53,2009-06-18 00:00:00,3.9768215703e-06
54,2009-06-21 00:00:00,3.9342127678e-06
55,2009-06-24 00:00:00,3.9768215703e-06
56,2009-06-27 00:00:00,3.9981259716e-06
57,2009-06-30 00:00:00,3.8063863602e-06
58,2009-07-03 00:00:00,3.8560966298e-06
59,2009-07-06 00:00:00,4.0478362412e-06
60,2009-07-09 00:00:00,3.9555171691e-06
61,2009-07-12 00:00:00,3.9768215703e-06
62,2009-07-15 00:00:00,3.9058068994e-06
63,2009-07-18 00:00:00,3.4655159398e-06
64,2009-07-21 00:00:00,2.7127604283e-06
65,2009-07-24 00:00:00,2.8689927043e-06
66,2009-07-27 00:00:00,3.0181235132e-06
67,2009-07-30 00:00:00,2.4642090802e-06
68,2009-08-02 00:00:00,1.4344963521e-06
69,2009-08-05 00:00:00,1.3066699445e-06
70,2009-08-08 00:00:00,2.7482677638e-06
71,2009-08-11 00:00:00,4.1259523792e-06
72,2009-08-14 00:00:00,3.9200098336e-06
73,2009-08-17 00:00:00,2.9968191119e-06
74,2009-08-20 00:00:00,1.7469609041e-06
75,2009-08-23 00:00:00,8.095672482539633e-07
76,2009-08-26 00:00:00,9.800024584126937e-07
77,2009-08-29 00:00:00,1.5552212926e-06
78,2009-09-01 00:00:00,3.2524719271e-06
79,2009-09-04 00:00:00,3.8205892943e-06
80,2009-09-07 00:00:00,3.6004438146e-06
81,2009-09-10 00:00:00,3.323486598e-06
82,2009-09-13 00:00:00,3.3660954006e-06
83,2009-09-16 00:00:00,3.3021821968e-06
84,2009-09-19 00:00:00,3.5507335449e-06
85,2009-09-22 00:00:00,3.5649364791e-06
86,2009-09-25 00:00:00,3.1814572562e-06
87,2009-09-28 00:00:00,3.5507335449e-06
88,2009-10-01 00:00:00,4.424213997e-06
89,2009-10-04 00:00:00,4.0123289058e-06
90,2009-10-07 00:00:00,3.3021821968e-06
91,2009-10-10 00:00:00,2.9613117765e-06
92,2009-10-13 00:00:00,3.2524719271e-06
93,2009-10-16 00:00:00,3.4655159398e-06
94,2009-10-19 00:00:00,3.1104425853e-06
95,2009-10-22 00:00:00,3.9910245045e-06
96,2009-10-25 00:00:00,4.2963875894e-06
97,2009-10-28 00:00:00,3.7992848931e-06
98,2009-10-31 00:00:00,3.2240660588e-06
99,2009-11-02 23:00:00,2.4784120143e-06
100,2009-11-05 23:00:00,2.4997164156e-06
101,2009-11-08 23:00:00,2.9187029739e-06
102,2009-11-11 23:00:00,3.2950807297e-06
103,2009-11-14 23:00:00,3.5365306107e-06
104,2009-11-17 23:00:00,4.111749445e-06
105,2009-11-20 23:00:00,4.2892861223e-06
106,2009-11-23 23:00:00,4.2466773197e-06
107,2009-11-26 23:00:00,4.4029095957e-06
108,2009-11-29 23:00:00,4.0620391754e-06
109,2009-12-02 23:00:00,3.7424731564e-06
110,2009-12-05 23:00:00,3.4229071373e-06
111,2009-12-08 23:00:00,4.2750831881e-06
112,2009-12-11 23:00:00,4.9142152262e-06
113,2009-12-14 23:00:00,5.3545061858e-06
114,2009-12-17 23:00:00,5.922623553e-06
115,2009-12-20 23:00:00,7.8329182002e-06
116,2009-12-23 23:00:00,9.00466027e-06
117,2009-12-26 23:00:00,8.1169768838e-06
118,2009-12-29 23:00:00,7.8116137989e-06
119,2010-01-01 23:00:00,8.0440611649e-06
120,2010-01-04 23:00:00,8.7921330819e-06
121,2010-01-07 23:00:00,9.467163022e-06
122,2010-01-10 23:00:00,1.01139878248e-05
123,2010-01-13 23:00:00,9.7398436071e-06
124,2010-01-16 23:00:00,9.8675386741e-06
125,2010-01-19 23:00:00,8.8786058351e-06
126,2010-01-22 23:00:00,9.0268915276e-06
127,2010-01-25 23:00:00,1.01213484382e-05
128,2010-01-28 23:00:00,1.13406705674e-05
129,2010-01-31 23:00:00,1.27343231681e-05
130,2010-02-03 23:00:00,1.25624957191e-05
131,2010-02-06 23:00:00,1.518648707e-05
132,2010-02-09 23:00:00,1.82535118009e-05
133,2010-02-12 23:00:00,1.73320276004e-05
134,2010-02-15 23:00:00,1.83410997852e-05
135,2010-02-18 23:00:00,2.27060833146e-05
136,2010-02-21 23:00:00,2.57771330357e-05
137,2010-02-24 23:00:00,2.93352419612e-05
138,2010-02-27 23:00:00,3.12106253506e-05
139,2010-03-02 23:00:00,3.28936020238e-05
140,2010-03-05 23:00:00,3.28130462638e-05
141,2010-03-08 23:00:00,3.2758596059e-05
142,2010-03-11 23:00:00,3.28890424018e-05
143,2010-03-15 00:00:00,3.15337813713e-05
144,2010-03-18 00:00:00,2.99249149748e-05
145,2010-03-21 00:00:00,3.18555546506e-05
146,2010-03-24 00:00:00,3.76755730451e-05
147,2010-03-27 00:00:00,4.24112555012e-05
148,2010-03-30 00:00:00,4.27935475017e-05
149,2010-04-02 00:00:00,4.61956912802e-05
150,2010-04-05 00:00:00,4.86871855914e-05
151,2010-04-08 00:00:00,5.06921497922e-05
152,2010-04-11 00:00:00,5.54026735154e-05
153,2010-04-14 00:00:00,6.63305456308e-05
154,2010-04-17 00:00:00,7.56770855822e-05
155,2010-04-20 00:00:00,8.13544254126e-05
156,2010-04-23 00:00:00,8.77124635859e-05
157,2010-04-26 00:00:00,8.80559516131e-05
158,2010-04-29 00:00:00,9.4276788303e-05
159,2010-05-02 00:00:00,9.43582017644e-05
160,2010-05-05 00:00:00,9.16474388369e-05
161,2010-05-08 00:00:00,9.10532490723e-05
162,2010-05-11 00:00:00,8.98793304881e-05
163,2010-05-14 00:00:00,8.43131993614e-05
164,2010-05-17 00:00:00,7.5279642287e-05
165,2010-05-20 00:00:00,8.44956954639e-05
166,2010-05-23 00:00:00,9.91217248497e-05
167,2010-05-26 00:00:00,0.0001140503915308
168,2010-05-29 00:00:00,0.0001209726118583
169,2010-06-01 00:00:00,0.00012975954946
170,2010-06-04 00:00:00,0.0001273558193348
171,2010-06-07 00:00:00,0.0001177838011399
172,2010-06-10 00:00:00,0.0001246289519075
173,2010-06-13 00:00:00,0.00013044555393
174,2010-06-16 00:00:00,0.0001383942676078
175,2010-06-19 00:00:00,0.0001338025276842
176,2010-06-22 00:00:00,0.0001391101925277
177,2010-06-25 00:00:00,0.0001448111032428
178,2010-06-28 00:00:00,0.0001510045812381
179,2010-07-01 00:00:00,0.0001604021362052
180,2010-07-04 00:00:00,0.0001722531531414
181,2010-07-07 00:00:00,0.0001836171399137
182,2010-07-10 00:00:00,0.0001890967054239
183,2010-07-13 00:00:00,0.0002593523509672
184,2010-07-16 00:00:00,0.0008051616205265
185,2010-07-19 00:00:00,0.0019491891674936
186,2010-07-22 00:00:00,0.0021401113334004
187,2010-07-25 00:00:00,0.0016618093426223
188,2010-07-28 00:00:00,0.0019047134581419
189,2010-07-31 00:00:00,0.00205318329859
190,2010-08-03 00:00:00,0.0023551416024063
191,2010-08-06 00:00:00,0.0026811847697497
192,2010-08-09 00:00:00,0.0028924219591447
193,2010-08-12 00:00:00,0.0031941166587798
194,2010-08-15 00:00:00,0.0037537927160652
195,2010-08-18 00:00:00,0.0041804133085296
