"x","y"
"1591315200000","105288528.17664048"
"1591401600000","109091786.58629331"
"1591488000000","111435315.22543462"
"1591574400000","110815623.43783534"
"1591660800000","112208528.24468692"
"1591747200000","113943904.93806843"
"1591833600000","114994337.85839017"
"1591920000000","117511415.0908853"
"1592006400000","115951097.54611002"
"1592092800000","112245343.37726872"
"1592179200000","113318061.68930158"
"1592265600000","110977585.37213874"
"1592352000000","110570811.73739888"
"1592438400000","110046645.12823603"
"1592524800000","105905233.95063557"
"1592611200000","105926966.55685544"
"1592697600000","105875824.18477473"
"1592784000000","105663297.23398972"
"1592870400000","108235120.84612942"
"1592956800000","110749704.10207172"
"1593043200000","110861798.94428028"
"1593129600000","112767411.26182602"
"1593216000000","115233497.79041472"
"1593302400000","115345592.6326233"
"1593388800000","115793972.00145757"
"1593475200000","116018161.6858747"
"1593561600000","114784987.49487369"
"1593648000000","117362562.86205769"
"1593734400000","119940130.74771555"
"1593820800000","119827426.16113055"
"1593907200000","121956640.8632954"
"1593993600000","123413264.06763054"
"1594080000000","124421541.56999883"
"1594166400000","125990398.02477527"
"1594252800000","124757395.9088744"
"1594339200000","124757395.9088744"
"1594425600000","124533213.7059834"
"1594512000000","124421122.60453783"
"1594598400000","123188120.4886371"
"1594684800000","123224185.96614297"
"1594771200000","122915681.28235182"
"1594857600000","122988997.50264354"
"1594944000000","121358766.03401925"
"1595030400000","117847537.53861412"
"1595116800000","116374944.77118155"
"1595203200000","115473898.09459314"
"1595289600000","115544420.58822857"
"1595376000000","113203968.57204913"
"1595462400000","113943058.68242157"
"1595548800000","113943058.68242157"
"1595635200000","119239871.14009084"
"1595721600000","120718051.36083584"
"1595808000000","124043956.85751183"
"1595894400000","124990478.24995868"
"1595980800000","126940916.24508926"
"1596067200000","126909829.43703125"
"1596153600000","126308844.85317625"
"1596240000000","124781881.4207144"
"1596326400000","123681091.53514755"
"1596412800000","121087964.3059087"
"1596499200000","122154894.82121411"
"1596585600000","122154894.82121411"
"1596672000000","119881689.13893883"
"1596758400000","122394179.62987469"
"1596844800000","122274537.22554442"
"1596931200000","122872749.24719584"
"1597017600000","124667385.31214999"
"1597104000000","121699816.45820169"
"1597190400000","122886223.95061514"
"1597276800000","126347972.69387743"
"1597363200000","125375833.91500758"
"1597449600000","127289349.96388802"
"1597536000000","129075393.19033515"
"1597622400000","128705025.71407259"
"1597708800000","127334807.63169731"
"1597795200000","125649847.98439702"
"1597881600000","123363117.03448941"
"1597968000000","123242762.77396798"
"1598054400000","121798511.64771049"
"1598140800000","119391426.4372814"
"1598227200000","119993197.73988868"
"1598313600000","123297691.91400096"
"1598400000000","122408096.68320665"
"1598486400000","123504835.10932185"
"1598572800000","122017801.82510357"
"1598659200000","123686955.52615401"
"1598745600000","125523152.51213114"
"1598832000000","122462847.34276736"
"1598918400000","122817197.05918731"
"1599004800000","126059072.31151104"
"1599091200000","126308447.33092056"
"1599177600000","126308447.33092056"
"1599264000000","122817197.05918731"
"1599350400000","122193759.51066352"
"1599436800000","125061572.23387298"
"1599523200000","128038750.60213162"
"1599609600000","127930089.15456915"
"1599696000000","128329210.60868767"
"1599782400000","131707283.00142749"
"1599868800000","131873589.68471675"
"1599955200000","135233596.35173264"
"1600041600000","136485959.17091691"
"1600128000000","136485692.07769793"
"1600214400000","136608874.11025903"
"1600300800000","137347966.30562565"
"1600387200000","139811606.95684764"
"1600473600000","143137521.8359973"
"1600560000000","140550699.15221423"
"1600646400000","139904505.85300234"
"1600732800000","138113015.6593118"
"1600819200000","136590567.76792598"
"1600905600000","136974413.06759655"
"1600992000000","133839259.63432518"
"1601078400000","136694669.3221827"
"1601164800000","138914905.9916785"
"1601251200000","140454294.3307066"
"1601337600000","138259695.9817893"
"1601424000000","139905644.74347728"
"1601510400000","141825918.2987799"
"1601596800000","140042807.14028463"
"1601683200000","135516448.0456427"
"1601769600000","135653610.44245002"
"1601856000000","136460935.27785847"
"1601942400000","137953248.4370175"
"1602028800000","136429165.52396682"
"1602115200000","135725586.01090187"
"1602201600000","140918695.2372454"
"1602288000000","141724961.0808575"
"1602374400000","140610835.7034118"
"1602460800000","138141088.90059376"
"1602547200000","139374491.48006335"
"1602633600000","144308101.79794168"
"1602720000000","144034012.33583733"
"1602806400000","142526520.2942634"
"1602892800000","144308101.79794168"
"1602979200000","146484944.03741997"
"1603065600000","144339932.50425598"
"1603152000000","141671570.5088783"
"1603238400000","139371646.13118592"
"1603324800000","137413336.2530641"
"1603411200000","136175009.87699613"
"1603497600000","133536442.03601241"
"1603584000000","133347787.62065114"
"1603670400000","132921756.35029761"
"1603756800000","130791599.99853002"
"1603843200000","124401130.94322725"
"1603929600000","120140818.23969206"
"1604016000000","116022515.95960805"
"1604102400000","113182307.4905846"
"1604188800000","107643900.97598886"
"1604275200000","108779984.36359824"
"1604361600000","106649828.01183067"
"1604448000000","110352547.38279952"
"1604534400000","115107145.47938488"
"1604620800000","117295045.81540217"
"1604707200000","119772222.06754528"
"1604793600000","121130852.42189348"
"1604880000000","119831614.77952181"
"1604966400000","128395929.46810685"
"1605052800000","128159204.24421583"
"1605139200000","126728589.87125714"
"1605225600000","128278422.10862906"
"1605312000000","126609372.00684391"
"1605398400000","126132500.54919101"
"1605484800000","127563114.92214969"
"1605571200000","124869930.27180235"
"1605657600000","126964111.47028208"
"1605744000000","130557849.91211648"
"1605830400000","128602936.8009665"
"1605916800000","133025455.05449381"
"1606003200000","137215282.81839433"
"1606089600000","141076183.18505353"
"1606176000000","140083639.15004918"
"1606262400000","137459413.9741785"
"1606348800000","135709930.52359805"
"1606435200000","137334450.8705656"
"1606521600000","135584967.41998515"
"1606608000000","133710520.86579183"
"1606694400000","131309769.58997229"
"1606780800000","128313154.48992194"
"1606867200000","131996845.77838095"
"1606953600000","130449316.11808944"
"1607040000000","133063743.47504075"
"1607126400000","133409747.6679513"
"1607212800000","133755751.86086187"
"1607299200000","132914894.02681777"
"1607385600000","137948518.46795622"
"1607472000000","136860167.23743978"
"1607558400000","137948518.46795622"
"1607644800000","134275333.06496328"
"1607731200000","133459069.64207599"
"1607817600000","131826542.79630136"
"1607904000000","134533587.60765916"
"1607990400000","133351912.23475647"
"1608076800000","132323572.34683487"
"1608163200000","132373208.74072973"
"1608249600000","131791042.04281819"
"1608336000000","133832920.56666502"
"1608422400000","136823648.1009804"
"1608508800000","135635056.09561107"
"1608595200000","134441785.8073799"
"1608681600000","134839542.5701236"
"1608768000000","136297984.0335173"
"1608854400000","135900227.2707736"
"1608940800000","134176614.63221742"
"1609027200000","131392317.29301132"
"1609113600000","130994560.5302676"
"1609200000000","134096925.47590561"
"1609286400000","135214014.93546134"
"1609372800000","137514350.8900015"
"1609459200000","142734576.909303"
"1609545600000","143322827.58752078"
"1609632000000","145103346.17464507"
"1609718400000","146350014.083808"
"1609804800000","148066610.06709144"
"1609891200000","148727032.05668595"
"1609977600000","149387454.04628047"
"1610064000000","149651622.8421183"
"1610150400000","149519538.44419938"
"1610236800000","148690226.43303126"
"1610323200000","151089413.12252632"
"1610409600000","150775619.32875097"
"1610496000000","151697118.48429388"
"1610582400000","150562301.29304817"
"1610668800000","149884529.16858575"
"1610755200000","153019188.22568038"
"1610841600000","155416162.87700745"
"1610928000000","151611247.4016758"
"1611014400000","150294161.27559948"
"1611100800000","150440504.17849684"
"1611187200000","148830732.24662575"
"1611273600000","146196559.99447307"
"1611360000000","144294102.25680727"
"1611446400000","145607574.27831855"
"1611532800000","146698957.53407046"
"1611619200000","146182103.57621294"
"1611705600000","148185308.0511051"
"1611792000000","148549580.9471551"
"1611878400000","151113601.54145053"
"1611964800000","152810307.7461932"
"1612051200000","150095785.4763936"
"1612137600000","150835173.58218864"
"1612224000000","147877621.15900847"
"1612310400000","146546722.56857738"
"1612396800000","147729743.53784946"
"1612483200000","149947907.8552346"
"1612569600000","152461827.41493773"
"1612656000000","156496366.00919226"
"1612742400000","158947631.13423175"
"1612828800000","165861253.1121619"
"1612915200000","165150693.72026795"
"1613001600000","164735889.570692"
"1613088000000","160711290.00435212"
"1613174400000","157334595.3952426"
"1613260800000","157086558.55281204"
"1613347200000","156021048.9502251"
"1613433600000","154346676.71758857"
"1613520000000","150997932.25231546"
"1613606400000","150236853.9647534"
"1613692800000","151454579.2248527"
"1613779200000","153151584.7444055"
"1613865600000","151777617.95629358"
"1613952000000","150850010.2830297"
"1614038400000","148383785.46233895"
"1614124800000","149558390.9927191"
"1614211200000","153082073.6749964"
"1614297600000","156295152.32763532"
"1614384000000","154427502.27930504"
"1614470400000","156124507.79885787"
"1614556800000","154581775.50835532"
"1614643200000","154118955.82120457"
"1614729600000","156587327.48600864"
"1614816000000","155507414.88265684"
"1614902400000","151187764.4692497"
"1614988800000","152730496.75975224"
"1615075200000","151688789.94012302"
"1615161600000","153716875.77834654"
"1615248000000","157270062.99352622"
"1615334400000","156532984.65120938"
"1615420800000","155778275.3953462"
"1615507200000","156136781.57953355"
"1615593600000","155997206.24947733"
"1615680000000","154598952.2360548"
"1615766400000","156274408.8612731"
"1615852800000","155208209.1906796"
"1615939200000","156579037.33858553"
"1616025600000","154598952.23605475"
"1616112000000","157645237.00917903"
"1616198400000","157420617.69129148"
"1616284800000","159552422.85545164"
"1616371200000","159862383.76013917"
"1616457600000","160766785.1084469"
"1616544000000","163071647.62666973"
"1616630400000","165959097.37970915"
"1616716800000","166720074.39596343"
"1616803200000","165215303.4719893"
"1616889600000","165991691.17627496"
"1616976000000","166457523.79884633"
"1617062400000","166457523.79884633"
"1617148800000","164128360.68598935"
"1617235200000","164904748.390275"
"1617321600000","163507250.5225608"
"1617408000000","165320614.4493433"
"1617494400000","162156064.8432176"
"1617580800000","161456161.73214823"
"1617667200000","163641576.61130682"
"1617753600000","164631661.99870595"
"1617840000000","166049721.39905882"
"1617926400000","165551986.66394424"
"1618012800000","167595961.6638289"
"1618099200000","171868015.58859318"
"1618185600000","171703705.8222561"
"1618272000000","169731988.62621102"
"1618358400000","169403369.09353685"
"1618444800000","165788554.2341209"
"1618531200000","172130189.21775612"
"1618617600000","164404171.2437249"
"1618704000000","153847004.4563532"
"1618790400000","150787954.81457797"
"1618876800000","143371614.9804159"
"1618963200000","141475361.29820365"
"1619049600000","136207676.02162707"
"1619136000000","131796265.46354511"
"1619222400000","137155198.74795863"
"1619308800000","146198398.66540647"
"1619395200000","149045331.97275117"
"1619481600000","151892265.28009585"
"1619568000000","154236798.59202677"
"1619654400000","161102931.8626816"
"1619740800000","157586131.8947852"
"1619827200000","159260798.54616445"
"1619913600000","157685930.670364"
"1620000000000","161148443.2430997"
"1620086400000","167961731.45641086"
"1620172800000","170671365.2049344"
"1620259200000","169868525.99901262"
"1620345600000","174317609.6128405"
"1620432000000","175207666.0080333"
"1620518400000","177526237.239258"
"1620604800000","177672590.27902654"
"1620691200000","178111649.39833218"
"1620777600000","176794472.0404152"
"1620864000000","178989767.63694352"
"1620950400000","180666398.19828925"
"1621036800000","179327827.54162315"
"1621123200000","176179075.04398844"
"1621209600000","172435828.21588308"
"1621296000000","167614164.7456519"
"1621382400000","160228122.63943455"
"1621468800000","157288750.71671078"
"1621555200000","150653185.8167617"
"1621641600000","146384382.44060788"
"1621728000000","145139314.7892297"
"1621814400000","142827046.29381305"
"1621900800000","143716380.33051178"
"1621987200000","147807316.89932588"
"1622073600000","147273716.47730663"
"1622160000000","148163050.51400536"
"1622246400000","149763851.78006306"
"1622332800000","149763851.78006306"
"1622419200000","150291730.2556832"
"1622505600000","148955749.53382173"
"1622592000000","148302838.9999578"
"1622678400000","151415069.65691385"
"1622764800000","152576708.79698008"
"1622851200000","150991098.0667134"
"1622937600000","149939087.75846595"
"1623024000000","150665524.10616758"
"1623110400000","149469765.97834083"
"1623196800000","150516054.34018925"
"1623283200000","144537263.7010556"
"1623369600000","140202640.4876837"
"1623456000000","136316426.57224682"
"1623542400000","136465896.33822516"
"1623628800000","133577497.88842902"
"1623715200000","132807547.04458126"
"1623801600000","129079871.70711645"
"1623888000000","127657584.51122628"
"1623974400000","128421919.85959914"
"1624060800000","130280049.80874504"
"1624147200000","125129902.82716681"
"1624233600000","120460802.62675638"
"1624320000000","116214240.84202935"
"1624406400000","110552158.4623933"
"1624492800000","107438013.1535935"
"1624579200000","103899211.66632095"
"1624665600000","101917482.83344834"
"1624752000000","99935754.0005757"
"1624838400000","93424359.26399429"
"1624924800000","90876422.19315808"
"1625011200000","90734870.1336672"
"1625097600000","89036245.4197764"
"1625184000000","87620724.82486738"
"1625270400000","84789683.63504937"
"1625356800000","86292418.37068437"
"1625443200000","89670680.5860808"
"1625529600000","90819460.55600257"
"1625616000000","92563569.88878725"
"1625702400000","92511258.75252517"
"1625788800000","93241612.12545465"
"1625875200000","93863737.36277016"
"1625961600000","96184636.54794839"
"1626048000000","97204622.08928402"
"1626134400000","96592630.76448263"
"1626220800000","95980639.43968126"
"1626307200000","100774571.48395863"
"1626393600000","99652587.38848945"
"1626480000000","101590559.91702712"
"1626566400000","99739876.71501008"
"1626652800000","100971806.3181275"
"1626739200000","104626219.80193864"
"1626825600000","102600064.78780995"
"1626912000000","99339154.9331797"
"1626998400000","101138948.17825973"
"1627084800000","98947054.62367484"
"1627171200000","99328674.26262696"
"1627257600000","100202533.56699024"
"1627344000000","98260624.00173847"
"1627430400000","102921206.95834269"
"1627516800000","104086352.69749375"
"1627603200000","104766021.04533185"
"1627689600000","107775980.87147208"
"1627776000000","108889828.95130351"
"1627862400000","109887906.6044394"
"1627948800000","110044864.56184076"
"1628035200000","110936509.26249756"
"1628121600000","109693176.7890012"
"1628208000000","110629262.1654929"
"1628294400000","110879828.66054346"
"1628380800000","112005260.9098389"
"1628467200000","112417044.95730153"
"1628553600000","113343559.06409249"
"1628640000000","112931775.01662984"
"1628726400000","114064181.14715211"
"1628812800000","113137667.04036118"
"1628899200000","112222868.24342503"
"1628985600000","113148142.62570132"
"1629072000000","116988410.69128779"
"1629158400000","119126461.9887958"
"1629244800000","121141397.09547862"
"1629331200000","120921930.17512052"
"1629417600000","122389629.87140338"
"1629504000000","124611386.79520352"
"1629590400000","125274213.32070991"
"1629676800000","123285733.74419071"
"1629763200000","127262692.89722912"
"1629849600000","125274213.32070993"
"1629936000000","129030251.81892109"
"1630022400000","130281220.6337719"
"1630108800000","130869362.92311631"
"1630195200000","129727331.44953285"
"1630281600000","131124515.16270736"
"1630368000000","126249208.85984448"
"1630454400000","127249992.51986174"
"1630540800000","125718040.30385408"
"1630627200000","126093318.0361044"
"1630713600000","126343503.19093792"
"1630800000000","128094799.27477272"
"1630886400000","129095539.89410686"
"1630972800000","133723965.25852737"
"1631059200000","134849798.4552783"
"1631145600000","136270748.7319443"
"1631232000000","135548079.03417704"
"1631318400000","134819727.28362703"
"1631404800000","134785023.05355364"
"1631491200000","133493710.99652983"
"1631577600000","132770953.88256586"
"1631664000000","135601927.411316"
"1631750400000","135613291.5168815"
"1631836800000","135482516.88668197"
"1631923200000","136921037.81887648"
"1632009600000","137836460.23027298"
"1632096000000","139536530.4228665"
"1632182400000","140190403.573864"
"1632268800000","134495823.90656483"
"1632355200000","134003916.96681447"
"1632441600000","138478902.63666365"
"1632528000000","139221878.27487177"
"1632614400000","138379012.37749645"
"1632700800000","136207717.71163934"
"1632787200000","135671902.50093395"
"1632873600000","139902835.06623912"
"1632960000000","139363190.5722517"
"1633046400000","140172657.31323284"
"1633132800000","139093368.325258"
"1633219200000","145029457.75911963"
"1633305600000","146513480.11758503"
"1633392000000","146661108.60355076"
"1633478400000","149322865.8079603"
"1633564800000","150290764.17316806"
"1633651200000","147140004.52231765"
"1633737600000","145204823.80051267"
"1633824000000","141032003.29279733"
"1633910400000","143257233.72054413"
"1633996800000","142823772.58333415"
"1634083200000","138585678.44139543"
"1634169600000","143953931.02118447"
"1634256000000","143388851.8022593"
"1634342400000","146355517.7016164"
"1634428800000","143953931.02118447"
"1634515200000","144095200.82591575"
"1634601600000","144403297.80986497"
"1634688000000","147578458.08003405"
"1634774400000","144953485.60638237"
"1634860800000","146706531.9544277"
"1634947200000","149320648.38059056"
"1635033600000","151210929.15844825"
"1635120000000","150427844.64619523"
"1635206400000","155450273.37765497"
"1635292800000","154737198.7291336"
"1635379200000","155878118.16676778"
"1635465600000","156591192.8152891"
"1635552000000","158445186.90144464"
"1635638400000","159871336.19848734"
"1635724800000","158076294.68936914"
"1635811200000","154884719.91263238"
"1635897600000","157794954.13166475"
"1635984000000","160168323.216337"
"1636070400000","160343515.77840787"
"1636156800000","159797397.10008082"
"1636243200000","161379304.17249888"
"1636329600000","164887669.48892045"
"1636416000000","162888098.87011823"
"1636502400000","161965220.12297875"
"1636588800000","160119462.62869978"
"1636675200000","162426659.49654847"
"1636761600000","160427088.87774628"
"1636848000000","160273275.75322303"
"1636934400000","161753319.4052202"
"1637020800000","165302524.9329216"
"1637107200000","166075887.6262553"
"1637193600000","167149669.9756863"
"1637280000000","166034035.61704588"
"1637366400000","166252273.22847027"
"1637452800000","166066724.2099185"
"1637539200000","162307875.21222776"
"1637625600000","160697678.03750327"
"1637712000000","157799323.1229992"
"1637798400000","159087480.86277875"
"1637884800000","156833204.8181645"
"1637971200000","156028106.23080224"
"1638057600000","155706066.79585734"
"1638144000000","156626480.74936727"
"1638230400000","156604781.3257308"
"1638316800000","156604715.81627077"
"1638403200000","153055005.2176914"
"1638489600000","156707914.07701927"
"1638576000000","162100790.84140036"
"1638662400000","163660443.37358642"
"1638748800000","167815674.2859963"
"1638835200000","172415536.81368428"
"1638921600000","175587855.79829672"
"1639008000000","180504950.22444597"
"1639094400000","181773877.81829092"
"1639180800000","179870486.42752346"
"1639267200000","180450982.45005223"
"1639353600000","178175819.66922098"
"1639440000000","175120783.2272307"
"1639526400000","176123588.11096412"
"1639612800000","173703015.4658963"
"1639699200000","167608149.6771405"
"1639785600000","168465544.69663736"
"1639872000000","165292796.9241183"
"1639958400000","166839195.23214024"
"1640044800000","167354661.33481422"
"1640131200000","169588347.77973476"
"1640217600000","170791102.01930735"
"1640304000000","177148517.2856196"
"1640390400000","177492161.35406893"
"1640476800000","180806021.94267246"
"1640563200000","178302007.20415708"
"1640649600000","179070270.97298452"
"1640736000000","174504391.82377324"
"1640822400000","174068259.95508358"
"1640908800000","168463241.6108019"
"1640995200000","168201120.30692956"
"1641081600000","172541536.03969568"
"1641168000000","176678396.04464343"
"1641254400000","175299442.70966083"
"1641340800000","177540241.87900755"
"1641427200000","178402087.71337166"
"1641513600000","183056055.21893787"
"1641600000000","181504732.71708247"
"1641686400000","176749085.90677062"
"1641772800000","173918482.77553195"
"1641859200000","174363600.71349818"
"1641945600000","176371351.5312602"
"1642032000000","174573549.60401592"
"1642118400000","180388266.96402675"
"1642204800000","183775678.0153926"
"1642291200000","187614454.99559864"
"1642377600000","193499041.22239786"
"1642464000000","196787486.46678567"
"1642550400000","192979813.0259156"
"1642636800000","198864399.2527148"
"1642723200000","197133638.59777385"
"1642809600000","194677774.9425015"
"1642896000000","191300712.3087484"
"1642982400000","187690405.00844294"
"1643068800000","188206013.95449066"
"1643155200000","193426935.94443205"
"1643241600000","188081518.0391377"
"1643328000000","183617610.09909037"
"1643414400000","187692057.64448124"
"1643500800000","190530143.19354096"
"1643587200000","191476171.70989418"
"1643673600000","190151731.78699967"
"1643760000000","190530143.19354096"
"1643846400000","194881874.36876583"
"1643932800000","197909165.62109616"
"1644019200000","193406553.68112516"
"1644105600000","187770388.4398866"
"1644192000000","189714890.1253108"
"1644278400000","188436171.18170863"
"1644364800000","188487943.46708387"
"1644451200000","186075335.0385429"
"1644537600000","186124754.03821918"
"1644624000000","188404635.62026244"
"1644710400000","201293483.93231264"
"1644796800000","201672567.70619646"
"1644883200000","204894779.78420898"
"1644969600000","208875159.40998918"
"1645056000000","211907829.60105985"
"1645142400000","214510390.72708127"
"1645228800000","214208889.76468322"
"1645315200000","208357121.08952817"
"1645401600000","207009028.06914562"
"1645488000000","202437880.40399185"
"1645574400000","199456437.81206563"
"1645660800000","199679075.44541857"
"1645747200000","195430088.29567233"
"1645833600000","195430088.29567233"
"1645920000000","190663500.77626565"
"1646006400000","189074638.26979676"
"1646092800000","195231480.48236367"
"1646179200000","197217558.61544976"
"1646265600000","194437049.22912923"
"1646352000000","197493412.7375913"
"1646438400000","198075006.70359495"
"1646524800000","197313706.56355077"
"1646611200000","195932902.69002455"
"1646697600000","194303170.3793827"
"1646784000000","191084575.562272"
"1646870400000","191073306.12504435"
"1646956800000","190169638.8688876"
"1647043200000","189973991.0922735"
"1647129600000","196430367.72053823"
"1647216000000","200343323.25281987"
