"x","y"
"1647302400000","201321562.13589028"
"1647388800000","199560732.14636353"
"1647475200000","202886744.34880295"
"1647561600000","205592535.95527092"
"1647648000000","206471636.3163314"
"1647734400000","206168530.70117503"
"1647820800000","206648709.46885273"
"1647907200000","206542638.1830659"
"1647993600000","208395817.76893064"
"1648080000000","206338814.9280245"
"1648166400000","203142589.24631843"
"1648252800000","205676997.74939153"
"1648339200000","206846724.75080988"
"1648425600000","202362771.24537292"
"1648512000000","203532498.2467912"
"1648598400000","203922407.247264"
"1648684800000","201972862.24490008"
"1648771200000","201843995.54705423"
"1648857600000","200055608.69370252"
"1648944000000","196074384.8632742"
"1649030400000","198753839.02386737"
"1649116800000","199831771.35150814"
"1649203200000","199830199.9832682"
"1649289600000","203962954.34872276"
"1649376000000","204228810.4583427"
"1649462400000","202807735.23646554"
"1649548800000","206461928.6641496"
"1649635200000","206664939.41013208"
"1649721600000","202401713.74450067"
"1649808000000","204025799.71236023"
"1649894400000","201995692.25253576"
"1649980800000","201764820.10052863"
"1650067200000","206231769.1150282"
"1650153600000","202030821.95948443"
"1650240000000","206682824.9970326"
"1650326400000","205730049.777208"
"1650412800000","199524647.62317386"
"1650499200000","203174423.16147685"
"1650585600000","209265101.8423932"
"1650672000000","204654855.3458654"
"1650758400000","210467774.8414874"
"1650844800000","211670447.84058163"
"1650931200000","217282921.83635464"
"1651017600000","220490049.83393922"
"1651104000000","223151676.63397458"
"1651190400000","217205475.8142034"
"1651276800000","221882934.0785789"
"1651363200000","220947918.34718135"
"1651449600000","222006266.70131102"
"1651536000000","223387536.5193622"
"1651622400000","227062767.28449252"
"1651708800000","223221125.23276684"
"1651795200000","228510725.35676605"
"1651881600000","226818053.31708628"
"1651968000000","225336965.28236648"
"1652054400000","222797957.22284684"
"1652140800000","221740037.19804698"
"1652227200000","222405823.20166656"
"1652313600000","223694215.3191247"
"1652400000000","220435896.70329118"
"1652486400000","224124125.51570156"
"1652572800000","225159554.9765468"
"1652659200000","219439331.6882817"
"1652745600000","223040112.4506908"
"1652832000000","223260239.88043588"
"1652918400000","220819024.5338307"
"1653004800000","217933951.85147914"
"1653091200000","212607663.8225224"
"1653177600000","211276091.8152832"
"1653264000000","211276091.8152832"
"1653350400000","210388377.14379042"
"1653436800000","204396303.1112141"
"1653523200000","206058024.370136"
"1653609600000","208919208.29777464"
"1653696000000","209811873.80523437"
"1653782400000","211274193.3473809"
"1653868800000","215833901.0428589"
"1653955200000","213021896.71405503"
"1654041600000","217388515.33233967"
"1654128000000","214863256.63167843"
"1654214400000","211466209.09599972"
"1654300800000","212527786.45089933"
"1654387200000","210616947.21208003"
"1654473600000","209980000.79914027"
"1654560000000","209130738.9152206"
"1654646400000","212527786.45089933"
"1654732800000","221710849.35993648"
"1654819200000","226569564.11309785"
"1654905600000","227821656.20112512"
"1654992000000","231428400.8606033"
"1655078400000","227742430.2856016"
"1655164800000","224497532.70170695"
"1655251200000","221500575.02861127"
"1655337600000","218926817.12954116"
"1655424000000","213120310.1919207"
"1655510400000","204733133.5042467"
"1655596800000","205163245.12925562"
"1655683200000","206453580.00428241"
"1655769600000","206238524.19177794"
"1655856000000","207098747.4417958"
"1655942400000","199225068.13131648"
"1656028800000","205552146.51440844"
"1656115200000","209415032.508498"
"1656201600000","207575054.2495096"
"1656288000000","207951469.1457252"
"1656374400000","208122956.69561464"
"1656460800000","206523355.4145766"
"1656547200000","210621554.15352732"
"1656633600000","214611394.16241768"
"1656720000000","215661352.05949408"
"1656806400000","212931461.52709547"
"1656892800000","216501318.37715527"
"1656979200000","217971259.43306226"
"1657065600000","212091495.20943436"
"1657152000000","207051697.3034676"
"1657238400000","203649440.84828928"
"1657324800000","206150660.12152678"
"1657411200000","204913526.09866807"
"1657497600000","204040060.41076857"
"1657584000000","199475664.4363487"
"1657670400000","205957831.90418106"
"1657756800000","202061941.86328742"
"1657843200000","195227065.76173475"
"1657929600000","193984899.91383404"
"1658016000000","196883286.89226913"
"1658102400000","190879485.29408216"
"1658188800000","192535706.42461652"
"1658275200000","189844347.0874982"
"1658361600000","193156789.34856686"
"1658448000000","195940740.74745554"
"1658534400000","192501653.2002893"
"1658620800000","192146872.72519207"
"1658707200000","197350729.22169372"
"1658793600000","198155524.32899842"
"1658880000000","201050967.42706084"
"1658966400000","207414031.5209179"
"1659052800000","206687410.8585529"
"1659139200000","209440620.8985336"
"1659225600000","204524174.39856806"
"1659312000000","203540885.09857494"
"1659398400000","202360937.93858323"
"1659484800000","201377648.6385901"
"1659571200000","197444491.43861765"
"1659657600000","195883411.57910663"
"1659744000000","197183586.1678141"
"1659830400000","204027840.66738868"
"1659916800000","205948801.4250148"
"1660003200000","208015065.72776824"
"1660089600000","206144749.20955783"
"1660176000000","207241418.69628385"
"1660262400000","209085147.634595"
"1660348800000","209885473.5585552"
"1660435200000","205483680.97677422"
"1660521600000","200281562.4710331"
"1660608000000","200481643.95202312"
"1660694400000","201482051.35697335"
"1660780800000","197680503.2181625"
"1660867200000","198583863.88429478"
"1660953600000","203609480.20984405"
"1661040000000","205797516.68539867"
"1661126400000","208582028.04018542"
"1661212800000","208764223.6208556"
"1661299200000","213782300.81892887"
"1661385600000","217367138.09767577"
"1661472000000","220465112.44846848"
"1661558400000","220062436.4439964"
"1661644800000","219257084.43505222"
"1661731200000","222277154.4685929"
"1661817600000","224693210.49542543"
"1661904000000","222679830.47306496"
"1661990400000","224693437.70258552"
"1662076800000","223038282.22668263"
"1662163200000","215980538.0901825"
"1662249600000","219123957.2681687"
"1662336000000","223665601.19640854"
"1662422400000","225712859.42928514"
"1662508800000","224333620.0011561"
"1662595200000","225042111.43376517"
"1662681600000","222622303.78393975"
"1662768000000","226581989.02910867"
"1662854400000","228781814.16531357"
"1662940800000","232081551.869621"
"1663027200000","232081551.869621"
"1663113600000","231125783.80316105"
"1663200000000","227909608.239561"
"1663286400000","233424481.76152068"
"1663372800000","230215892.75063866"
"1663459200000","234365379.38976955"
"1663545600000","229154215.6133513"
"1663632000000","225080869.6534233"
"1663718400000","229389618.8692282"
"1663804800000","232575585.7979675"
"1663891200000","228251773.53753564"
"1663977600000","229844757.00190526"
"1664064000000","224383099.40978077"
"1664150400000","222790115.94541112"
"1664236800000","227341497.2721815"
"1664323200000","222107408.74639553"
"1664409600000","223489276.6611426"
"1664496000000","226207379.98053536"
"1664582400000","233122853.25569004"
"1664668800000","240207537.61041245"
"1664755200000","241719711.28021342"
"1664841600000","241881060.04867595"
"1664928000000","248825712.317216"
"1665014400000","254330138.68423826"
"1665100800000","257893433.0966269"
"1665187200000","258338844.89817548"
"1665273600000","257002609.49352974"
"1665360000000","257225315.394304"
"1665446400000","263180398.31604657"
"1665532800000","266582891.09024867"
"1665619200000","262255135.399056"
"1665705600000","263008007.41708294"
"1665792000000","264375964.1022856"
"1665878400000","263841541.6531704"
"1665964800000","265070008.45477682"
"1666051200000","262751549.2345688"
"1666137600000","258958215.99249128"
"1666224000000","262498660.35176364"
